gameId,teamName,teamId
28400737,Hawks,1610612737
28400736,Cavaliers,1610612739
28400738,Bulls,1610612741
28400735,Mavericks,1610612742
28400739,Clippers,1610612746
28400737,Bucks,1610612749
28400736,Pacers,1610612754
28400735,SuperSonics,1610612760
28400738,Bullets,1610612764
28400739,Pistons,1610612765
28400733,Mavericks,1610612742
28400732,Clippers,1610612746
28400734,Bucks,1610612749
28400733,Nets,1610612751
28400734,Trail Blazers,1610612757
28400732,Kings,1610612758
28400730,Hawks,1610612737
28400731,Cavaliers,1610612739
28400729,Bulls,1610612741
28400726,Nuggets,1610612743
28400727,Warriors,1610612744
28400725,Rockets,1610612745
28400731,Lakers,1610612747
28400724,Knicks,1610612752
28400726,Pacers,1610612754
28400724,76ers,1610612755
28400727,Suns,1610612756
28400725,Spurs,1610612759
28400728,SuperSonics,1610612760
28400729,Jazz,1610612762
28400728,Bullets,1610612764
28400730,Pistons,1610612765
28400720,Celtics,1610612738
28400718,Bulls,1610612741
28400720,Mavericks,1610612742
28400717,Rockets,1610612745
28400718,Clippers,1610612746
28400722,Bucks,1610612749
28400721,Nets,1610612751
28400717,Pacers,1610612754
28400719,76ers,1610612755
28400721,Trail Blazers,1610612757
28400722,Kings,1610612758
28400719,SuperSonics,1610612760
28400715,Nuggets,1610612743
28400716,Suns,1610612756
28400715,Kings,1610612758
28400716,Spurs,1610612759
28400723,Jazz,1610612762
28400723,Pistons,1610612765
28400710,Hawks,1610612737
28400711,Celtics,1610612738
28400712,Cavaliers,1610612739
28400711,Bulls,1610612741
28400714,Warriors,1610612744
28400708,Rockets,1610612745
28400712,Clippers,1610612746
28400714,Lakers,1610612747
28400706,Nets,1610612751
28400707,Knicks,1610612752
28400713,Pacers,1610612754
28400710,76ers,1610612755
28400709,Trail Blazers,1610612757
28400713,Spurs,1610612759
28400706,SuperSonics,1610612760
28400708,Jazz,1610612762
28400709,Bullets,1610612764
28400707,Pistons,1610612765
28400703,Hawks,1610612737
28400701,Celtics,1610612738
28400705,Bulls,1610612741
28400700,Mavericks,1610612742
28400704,Nuggets,1610612743
28400704,Rockets,1610612745
28400699,Bucks,1610612749
28400702,Nets,1610612751
28400701,Knicks,1610612752
28400700,Pacers,1610612754
28400703,Trail Blazers,1610612757
28400702,Kings,1610612758
28400699,SuperSonics,1610612760
28400705,Bullets,1610612764
28400696,Cavaliers,1610612739
28400697,Mavericks,1610612742
28400696,Warriors,1610612744
28400695,76ers,1610612755
28400697,Suns,1610612756
28400695,Spurs,1610612759
28400692,Celtics,1610612738
28400691,Bulls,1610612741
28400693,Rockets,1610612745
28400690,Clippers,1610612746
28400691,Nets,1610612751
28400693,76ers,1610612755
28400694,Trail Blazers,1610612757
28400690,Kings,1610612758
28400694,Jazz,1610612762
28400692,Pistons,1610612765
28400686,Hawks,1610612737
28400689,Mavericks,1610612742
28400685,Nuggets,1610612743
28400687,Warriors,1610612744
28400687,Clippers,1610612746
28400689,Lakers,1610612747
28400685,Bucks,1610612749
28400683,Knicks,1610612752
28400684,Pacers,1610612754
28400688,Suns,1610612756
28400688,Kings,1610612758
28400686,Spurs,1610612759
28400684,SuperSonics,1610612760
28400683,Bullets,1610612764
28400680,Hawks,1610612737
28400680,Celtics,1610612738
28400676,Cavaliers,1610612739
28400679,Bulls,1610612741
28400678,Mavericks,1610612742
28400678,Nuggets,1610612743
28400677,Rockets,1610612745
28400682,Nets,1610612751
28400679,Knicks,1610612752
28400676,Trail Blazers,1610612757
28400681,Spurs,1610612759
28400677,Jazz,1610612762
28400682,Bullets,1610612764
28400681,Pistons,1610612765
28400675,Cavaliers,1610612739
28400673,Warriors,1610612744
28400674,Lakers,1610612747
28400672,76ers,1610612755
28400674,Suns,1610612756
28400673,Trail Blazers,1610612757
28400672,Kings,1610612758
28400675,SuperSonics,1610612760
28400669,Hawks,1610612737
28400667,Celtics,1610612738
28400666,Bulls,1610612741
28400665,Nuggets,1610612743
28400668,Rockets,1610612745
28400668,Clippers,1610612746
28400671,Bucks,1610612749
28400669,Nets,1610612751
28400670,Knicks,1610612752
28400670,Pacers,1610612754
28400667,Spurs,1610612759
28400671,Jazz,1610612762
28400665,Bullets,1610612764
28400666,Pistons,1610612765
28400657,Hawks,1610612737
28400661,Cavaliers,1610612739
28400661,Bulls,1610612741
28400658,Mavericks,1610612742
28400657,Nuggets,1610612743
28400660,Warriors,1610612744
28400659,Rockets,1610612745
28400662,Clippers,1610612746
28400659,Lakers,1610612747
28400664,Bucks,1610612749
28400656,Knicks,1610612752
28400664,76ers,1610612755
28400663,Suns,1610612756
28400662,Trail Blazers,1610612757
28400663,Kings,1610612758
28400656,Spurs,1610612759
28400660,SuperSonics,1610612760
28400658,Jazz,1610612762
28400652,Celtics,1610612738
28400653,Nuggets,1610612743
28400654,Clippers,1610612746
28400650,Lakers,1610612747
28400650,Knicks,1610612752
28400652,Pacers,1610612754
28400655,76ers,1610612755
28400653,Suns,1610612756
28400651,Trail Blazers,1610612757
28400651,Spurs,1610612759
28400654,SuperSonics,1610612760
28400655,Jazz,1610612762
28400649,Cavaliers,1610612739
28400647,Bulls,1610612741
28400645,Mavericks,1610612742
28400647,Warriors,1610612744
28400646,Rockets,1610612745
28400649,Bucks,1610612749
28400648,Nets,1610612751
28400645,Kings,1610612758
28400646,Bullets,1610612764
28400648,Pistons,1610612765
28400639,Hawks,1610612737
28400636,Celtics,1610612738
28400643,Cavaliers,1610612739
28400636,Bulls,1610612741
28400637,Mavericks,1610612742
28400635,Nuggets,1610612743
28400640,Warriors,1610612744
28400638,Rockets,1610612745
28400644,Lakers,1610612747
28400640,Nets,1610612751
28400639,Knicks,1610612752
28400644,Pacers,1610612754
28400641,76ers,1610612755
28400642,Suns,1610612756
28400638,Trail Blazers,1610612757
28400642,Spurs,1610612759
28400635,SuperSonics,1610612760
28400643,Jazz,1610612762
28400637,Bullets,1610612764
28400641,Pistons,1610612765
28400634,Lakers,1610612747
28400634,Kings,1610612758
28400633,Celtics,1610612738
28400628,Cavaliers,1610612739
28400629,Mavericks,1610612742
28400633,Nuggets,1610612743
28400631,Warriors,1610612744
28400627,Rockets,1610612745
28400632,Clippers,1610612746
28400630,Bucks,1610612749
28400626,Nets,1610612751
28400628,Pacers,1610612754
28400631,76ers,1610612755
28400627,Suns,1610612756
28400629,Trail Blazers,1610612757
28400625,Spurs,1610612759
28400632,SuperSonics,1610612760
28400626,Jazz,1610612762
28400625,Bullets,1610612764
28400630,Pistons,1610612765
28400623,Hawks,1610612737
28400621,Bulls,1610612741
28400624,Mavericks,1610612742
28400623,Warriors,1610612744
28400624,Rockets,1610612745
28400621,Lakers,1610612747
28400620,Bucks,1610612749
28400620,Knicks,1610612752
28400622,Trail Blazers,1610612757
28400622,Kings,1610612758
28400619,Celtics,1610612738
28400618,Cavaliers,1610612739
28400616,Clippers,1610612746
28400618,76ers,1610612755
28400617,Suns,1610612756
28400616,Spurs,1610612759
28400619,Jazz,1610612762
28400617,Pistons,1610612765
28400611,Hawks,1610612737
28400614,Celtics,1610612738
28400615,Bulls,1610612741
28400610,Warriors,1610612744
28400611,Clippers,1610612746
28400614,Lakers,1610612747
28400615,Bucks,1610612749
28400612,Pacers,1610612754
28400612,Suns,1610612756
28400613,Trail Blazers,1610612757
28400613,Kings,1610612758
28400610,Bullets,1610612764
28400606,Cavaliers,1610612739
28400606,Rockets,1610612745
28400608,Nets,1610612751
28400608,Knicks,1610612752
28400609,76ers,1610612755
28400607,Kings,1610612758
28400607,SuperSonics,1610612760
28400609,Pistons,1610612765
28400597,Hawks,1610612737
28400599,Celtics,1610612738
28400603,Cavaliers,1610612739
28400598,Bulls,1610612741
28400602,Mavericks,1610612742
28400601,Nuggets,1610612743
28400599,Warriors,1610612744
28400605,Clippers,1610612746
28400597,Lakers,1610612747
28400604,Nets,1610612751
28400598,Pacers,1610612754
28400603,76ers,1610612755
28400602,Suns,1610612756
28400600,Trail Blazers,1610612757
28400601,Spurs,1610612759
28400605,Jazz,1610612762
28400600,Bullets,1610612764
28400604,Pistons,1610612765
28400596,Celtics,1610612738
28400595,Nuggets,1610612743
28400592,Rockets,1610612745
28400594,Bucks,1610612749
28400592,Knicks,1610612752
28400594,Pacers,1610612754
28400593,Suns,1610612756
28400595,Kings,1610612758
28400593,Spurs,1610612759
28400596,SuperSonics,1610612760
28400589,Hawks,1610612737
28400588,Cavaliers,1610612739
28400590,Mavericks,1610612742
28400587,Warriors,1610612744
28400587,Clippers,1610612746
28400588,Nets,1610612751
28400591,Knicks,1610612752
28400591,76ers,1610612755
28400589,Jazz,1610612762
28400590,Pistons,1610612765
28400576,Hawks,1610612737
28400579,Celtics,1610612738
28400585,Cavaliers,1610612739
28400582,Bulls,1610612741
28400585,Mavericks,1610612742
28400576,Nuggets,1610612743
28400578,Warriors,1610612744
28400581,Rockets,1610612745
28400583,Clippers,1610612746
28400583,Lakers,1610612747
28400584,Bucks,1610612749
28400584,Nets,1610612751
28400580,Pacers,1610612754
28400580,76ers,1610612755
28400581,Suns,1610612756
28400579,Trail Blazers,1610612757
28400577,Kings,1610612758
28400577,Spurs,1610612759
28400586,SuperSonics,1610612760
28400578,Jazz,1610612762
28400586,Bullets,1610612764
28400582,Pistons,1610612765
28400574,Hawks,1610612737
28400570,Cavaliers,1610612739
28400570,Bulls,1610612741
28400571,Warriors,1610612744
28400571,Rockets,1610612745
28400569,Clippers,1610612746
28400574,Bucks,1610612749
28400568,Knicks,1610612752
28400572,Pacers,1610612754
28400572,Suns,1610612756
28400568,Trail Blazers,1610612757
28400573,Kings,1610612758
28400569,Spurs,1610612759
28400573,Jazz,1610612762
28400575,Bullets,1610612764
28400575,Pistons,1610612765
28400567,Celtics,1610612738
28400567,Cavaliers,1610612739
28400565,Mavericks,1610612742
28400563,Nuggets,1610612743
28400565,Warriors,1610612744
28400566,Bucks,1610612749
28400566,Nets,1610612751
28400564,76ers,1610612755
28400563,SuperSonics,1610612760
28400564,Bullets,1610612764
28400557,Hawks,1610612737
28400555,Celtics,1610612738
28400555,Bulls,1610612741
28400557,Mavericks,1610612742
28400562,Nuggets,1610612743
28400556,Rockets,1610612745
28400556,Lakers,1610612747
28400560,Nets,1610612751
28400559,Knicks,1610612752
28400562,Suns,1610612756
28400561,Trail Blazers,1610612757
28400558,Kings,1610612758
28400558,Spurs,1610612759
28400559,SuperSonics,1610612760
28400561,Jazz,1610612762
28400560,Pistons,1610612765
28400553,Hawks,1610612737
28400551,Cavaliers,1610612739
28400550,Warriors,1610612744
28400554,Clippers,1610612746
28400552,Bucks,1610612749
28400554,Pacers,1610612754
28400553,76ers,1610612755
28400550,Spurs,1610612759
28400551,Bullets,1610612764
28400552,Pistons,1610612765
28400549,Mavericks,1610612742
28400549,Nuggets,1610612743
28400548,Lakers,1610612747
28400548,Pacers,1610612754
28400547,Suns,1610612756
28400547,SuperSonics,1610612760
28400541,Hawks,1610612737
28400539,Celtics,1610612738
28400538,Cavaliers,1610612739
28400545,Nuggets,1610612743
28400543,Warriors,1610612744
28400545,Rockets,1610612745
28400546,Clippers,1610612746
28400546,Lakers,1610612747
28400540,Bucks,1610612749
28400544,Nets,1610612751
28400543,Knicks,1610612752
28400544,76ers,1610612755
28400540,Trail Blazers,1610612757
28400538,Kings,1610612758
28400542,Spurs,1610612759
28400542,Jazz,1610612762
28400539,Bullets,1610612764
28400541,Pistons,1610612765
28400534,Hawks,1610612737
28400532,Celtics,1610612738
28400534,Cavaliers,1610612739
28400533,Bulls,1610612741
28400530,Mavericks,1610612742
28400535,Lakers,1610612747
28400536,Bucks,1610612749
28400535,Knicks,1610612752
28400537,Pacers,1610612754
28400533,76ers,1610612755
28400531,Trail Blazers,1610612757
28400532,Kings,1610612758
28400531,Spurs,1610612759
28400536,SuperSonics,1610612760
28400530,Jazz,1610612762
28400537,Bullets,1610612764
28400529,Mavericks,1610612742
28400529,Nuggets,1610612743
28400526,Warriors,1610612744
28400528,Clippers,1610612746
28400528,Nets,1610612751
28400526,Trail Blazers,1610612757
28400527,Spurs,1610612759
28400527,SuperSonics,1610612760
28400523,Celtics,1610612738
28400520,Cavaliers,1610612739
28400521,Bulls,1610612741
28400524,Rockets,1610612745
28400524,Lakers,1610612747
28400525,Knicks,1610612752
28400520,Pacers,1610612754
28400523,76ers,1610612755
28400525,Suns,1610612756
28400522,Kings,1610612758
28400521,Bullets,1610612764
28400522,Pistons,1610612765
28400516,Hawks,1610612737
28400517,Celtics,1610612738
28400515,Cavaliers,1610612739
28400518,Bulls,1610612741
28400512,Nuggets,1610612743
28400514,Warriors,1610612744
28400515,Clippers,1610612746
28400513,Lakers,1610612747
28400514,Bucks,1610612749
28400519,Nets,1610612751
28400516,Pacers,1610612754
28400512,Suns,1610612756
28400513,Trail Blazers,1610612757
28400518,Kings,1610612758
28400519,Spurs,1610612759
28400517,Pistons,1610612765
28400508,Mavericks,1610612742
28400511,Nuggets,1610612743
28400510,Rockets,1610612745
28400509,Clippers,1610612746
28400510,Nets,1610612751
28400509,Knicks,1610612752
28400508,76ers,1610612755
28400511,Jazz,1610612762
28400507,Celtics,1610612738
28400506,Bucks,1610612749
28400507,Trail Blazers,1610612757
28400506,Spurs,1610612759
28400505,Bullets,1610612764
28400505,Pistons,1610612765
28400496,Hawks,1610612737
28400498,Cavaliers,1610612739
28400496,Bulls,1610612741
28400502,Mavericks,1610612742
28400498,Nuggets,1610612743
28400499,Warriors,1610612744
28400495,Rockets,1610612745
28400501,Clippers,1610612746
28400503,Lakers,1610612747
28400495,Bucks,1610612749
28400502,Nets,1610612751
28400504,Knicks,1610612752
28400504,Pacers,1610612754
28400501,76ers,1610612755
28400500,Suns,1610612756
28400499,Kings,1610612758
28400497,SuperSonics,1610612760
28400503,Jazz,1610612762
28400500,Bullets,1610612764
28400497,Pistons,1610612765
28400492,Celtics,1610612738
28400494,Bulls,1610612741
28400491,Rockets,1610612745
28400493,Lakers,1610612747
28400492,Pacers,1610612754
28400493,76ers,1610612755
28400491,Spurs,1610612759
28400494,SuperSonics,1610612760
28400487,Cavaliers,1610612739
28400488,Mavericks,1610612742
28400486,Nuggets,1610612743
28400490,Warriors,1610612744
28400489,Bucks,1610612749
28400486,Nets,1610612751
28400489,Kings,1610612758
28400487,Jazz,1610612762
28400488,Bullets,1610612764
28400490,Pistons,1610612765
28400482,Hawks,1610612737
28400484,Celtics,1610612738
28400483,Mavericks,1610612742
28400485,Pacers,1610612754
28400482,Suns,1610612756
28400485,Trail Blazers,1610612757
28400483,Spurs,1610612759
28400484,SuperSonics,1610612760
28400480,Hawks,1610612737
28400475,Cavaliers,1610612739
28400478,Bulls,1610612741
28400476,Warriors,1610612744
28400474,Rockets,1610612745
28400481,Clippers,1610612746
28400481,Lakers,1610612747
28400477,Nets,1610612751
28400473,Knicks,1610612752
28400475,76ers,1610612755
28400474,Suns,1610612756
28400478,Trail Blazers,1610612757
28400479,Kings,1610612758
28400479,Spurs,1610612759
28400473,SuperSonics,1610612760
28400477,Jazz,1610612762
28400476,Bullets,1610612764
28400480,Pistons,1610612765
28400471,Cavaliers,1610612739
28400472,Warriors,1610612744
28400472,Pacers,1610612754
28400471,Bullets,1610612764
28400470,Celtics,1610612738
28400470,76ers,1610612755
28400465,Hawks,1610612737
28400463,Cavaliers,1610612739
28400461,Bulls,1610612741
28400468,Mavericks,1610612742
28400466,Nuggets,1610612743
28400462,Warriors,1610612744
28400460,Rockets,1610612745
28400468,Clippers,1610612746
28400462,Lakers,1610612747
28400469,Nets,1610612751
28400465,Knicks,1610612752
28400461,Pacers,1610612754
28400464,Suns,1610612756
28400466,Trail Blazers,1610612757
28400467,Kings,1610612758
28400464,Spurs,1610612759
28400463,SuperSonics,1610612760
28400460,Jazz,1610612762
28400467,Bullets,1610612764
28400469,Pistons,1610612765
28400453,Hawks,1610612737
28400454,Celtics,1610612738
28400457,Mavericks,1610612742
28400456,Nuggets,1610612743
28400458,Rockets,1610612745
28400457,Lakers,1610612747
28400455,Bucks,1610612749
28400455,Nets,1610612751
28400454,Pacers,1610612754
28400458,Suns,1610612756
28400459,Trail Blazers,1610612757
28400453,SuperSonics,1610612760
28400459,Jazz,1610612762
28400456,Bullets,1610612764
28400450,Cavaliers,1610612739
28400450,Bulls,1610612741
28400451,Knicks,1610612752
28400452,Kings,1610612758
28400452,Spurs,1610612759
28400451,Pistons,1610612765
28400445,Hawks,1610612737
28400449,Celtics,1610612738
28400447,Bulls,1610612741
28400444,Mavericks,1610612742
28400446,Nuggets,1610612743
28400446,Warriors,1610612744
28400443,Rockets,1610612745
28400443,Clippers,1610612746
28400449,Lakers,1610612747
28400447,Nets,1610612751
28400445,76ers,1610612755
28400444,Suns,1610612756
28400448,Jazz,1610612762
28400448,Bullets,1610612764
28400436,Hawks,1610612737
28400442,Cavaliers,1610612739
28400440,Mavericks,1610612742
28400440,Warriors,1610612744
28400437,Rockets,1610612745
28400435,Clippers,1610612746
28400438,Lakers,1610612747
28400438,Bucks,1610612749
28400441,Knicks,1610612752
28400436,Pacers,1610612754
28400441,76ers,1610612755
28400437,Trail Blazers,1610612757
28400442,Kings,1610612758
28400439,Spurs,1610612759
28400435,SuperSonics,1610612760
28400439,Jazz,1610612762
28400434,Cavaliers,1610612739
28400433,Bulls,1610612741
28400433,Nuggets,1610612743
28400434,Bullets,1610612764
28400428,Mavericks,1610612742
28400430,Nuggets,1610612743
28400429,Rockets,1610612745
28400431,Lakers,1610612747
28400430,Bucks,1610612749
28400429,Nets,1610612751
28400432,76ers,1610612755
28400428,Trail Blazers,1610612757
28400427,Kings,1610612758
28400427,SuperSonics,1610612760
28400432,Bullets,1610612764
28400431,Pistons,1610612765
28400423,Hawks,1610612737
28400423,Celtics,1610612738
28400422,Cavaliers,1610612739
28400422,Bulls,1610612741
28400424,Warriors,1610612744
28400424,Clippers,1610612746
28400426,Knicks,1610612752
28400426,Pacers,1610612754
28400425,Suns,1610612756
28400425,Jazz,1610612762
28400415,Hawks,1610612737
28400419,Celtics,1610612738
28400416,Cavaliers,1610612739
28400413,Bulls,1610612741
28400414,Mavericks,1610612742
28400418,Nuggets,1610612743
28400420,Rockets,1610612745
28400421,Clippers,1610612746
28400414,Lakers,1610612747
28400416,Bucks,1610612749
28400415,Nets,1610612751
28400413,Knicks,1610612752
28400412,Pacers,1610612754
28400420,76ers,1610612755
28400421,Suns,1610612756
28400417,Trail Blazers,1610612757
28400418,Kings,1610612758
28400417,Spurs,1610612759
28400419,Bullets,1610612764
28400412,Pistons,1610612765
28400411,Mavericks,1610612742
28400410,Warriors,1610612744
28400409,Lakers,1610612747
28400411,Kings,1610612758
28400410,SuperSonics,1610612760
28400409,Jazz,1610612762
28400407,Celtics,1610612738
28400407,Bulls,1610612741
28400406,Nuggets,1610612743
28400405,Bucks,1610612749
28400406,Knicks,1610612752
28400405,Pacers,1610612754
28400404,76ers,1610612755
28400408,Suns,1610612756
28400408,SuperSonics,1610612760
28400404,Pistons,1610612765
28400402,Cavaliers,1610612739
28400399,Mavericks,1610612742
28400398,Nuggets,1610612743
28400400,Warriors,1610612744
28400401,Rockets,1610612745
28400398,Lakers,1610612747
28400403,Bucks,1610612749
28400402,Nets,1610612751
28400399,Trail Blazers,1610612757
28400401,Kings,1610612758
28400400,Spurs,1610612759
28400403,Bullets,1610612764
28400394,Celtics,1610612738
28400397,Mavericks,1610612742
28400395,Warriors,1610612744
28400393,Clippers,1610612746
28400394,Knicks,1610612752
28400396,76ers,1610612755
28400396,Suns,1610612756
28400395,Kings,1610612758
28400397,SuperSonics,1610612760
28400393,Jazz,1610612762
28400390,Rockets,1610612745
28400392,Lakers,1610612747
28400391,Pacers,1610612754
28400391,Trail Blazers,1610612757
28400392,Spurs,1610612759
28400390,Jazz,1610612762
28400389,Hawks,1610612737
28400386,Cavaliers,1610612739
28400381,Bulls,1610612741
28400383,Mavericks,1610612742
28400388,Nuggets,1610612743
28400384,Warriors,1610612744
28400384,Rockets,1610612745
28400388,Clippers,1610612746
28400387,Bucks,1610612749
28400389,Nets,1610612751
28400381,Knicks,1610612752
28400382,Pacers,1610612754
28400387,76ers,1610612755
28400386,Suns,1610612756
28400383,Kings,1610612758
28400382,SuperSonics,1610612760
28400385,Bullets,1610612764
28400385,Pistons,1610612765
28400380,Hawks,1610612737
28400378,Celtics,1610612738
28400379,Bulls,1610612741
28400374,Nuggets,1610612743
28400376,Clippers,1610612746
28400375,Lakers,1610612747
28400379,Bucks,1610612749
28400377,Nets,1610612751
28400378,Knicks,1610612752
28400377,Suns,1610612756
28400375,Trail Blazers,1610612757
28400376,Kings,1610612758
28400374,Jazz,1610612762
28400380,Pistons,1610612765
28400371,Cavaliers,1610612739
28400370,Mavericks,1610612742
28400373,Warriors,1610612744
28400372,Clippers,1610612746
28400372,Bucks,1610612749
28400373,Pacers,1610612754
28400369,Trail Blazers,1610612757
28400370,Spurs,1610612759
28400369,SuperSonics,1610612760
28400371,Bullets,1610612764
28400365,Hawks,1610612737
28400363,Celtics,1610612738
28400364,Cavaliers,1610612739
28400365,Bulls,1610612741
28400367,Nuggets,1610612743
28400367,Rockets,1610612745
28400363,Nets,1610612751
28400366,76ers,1610612755
28400368,Suns,1610612756
28400368,Kings,1610612758
28400366,SuperSonics,1610612760
28400364,Pistons,1610612765
28400362,Pacers,1610612754
28400361,76ers,1610612755
28400361,Trail Blazers,1610612757
28400362,Jazz,1610612762
28400360,Celtics,1610612738
28400359,Clippers,1610612746
